OrderKey,OrderAlternateKey,Order Date,Ship Date,Ship Mode
135776,CA-2016-135776,12/23/2016,12/30/2016,Standard Class
122021,US-2014-122021,10/15/2014,10/17/2014,First Class
130484,CA-2016-130484,8/22/2016,8/27/2016,Standard Class
120936,CA-2017-120936,12/17/2017,12/21/2017,Standard Class
110884,CA-2017-110884,03/07/2017,03/12/2017,Standard Class
161613,US-2014-161613,12/01/2014,12/03/2014,Second Class
146353,US-2014-146353,10/14/2014,10/16/2014,Second Class
133809,CA-2014-133809,11/18/2014,11/23/2014,Second Class
127306,CA-2017-127306,1/14/2017,1/18/2017,Standard Class
161830,CA-2015-161830,9/24/2015,9/26/2015,Second Class
163125,CA-2017-163125,10/09/2017,10/11/2017,Second Class
160304,CA-2016-160304,01/02/2016,01/07/2016,Standard Class
101728,CA-2017-101728,8/19/2017,8/23/2017,Standard Class
114055,CA-2017-114055,12/25/2017,12/29/2017,Second Class
126438,CA-2017-126438,09/10/2017,9/13/2017,First Class
117653,CA-2017-117653,10/19/2017,10/23/2017,Standard Class
143245,CA-2017-143245,12/01/2017,12/06/2017,Standard Class
138828,US-2014-138828,09/02/2014,09/03/2014,First Class
143651,CA-2017-143651,3/25/2017,3/30/2017,Standard Class
106978,CA-2015-106978,9/28/2015,10/04/2015,Standard Class
155124,CA-2015-155124,3/15/2015,3/21/2015,Standard Class
150931,CA-2017-150931,01/06/2017,1/13/2017,Standard Class
157147,CA-2014-157147,1/13/2014,1/18/2014,Standard Class
156482,CA-2015-156482,02/06/2015,2/13/2015,Standard Class
106782,CA-2017-106782,12/21/2017,12/27/2017,Standard Class
151372,CA-2016-151372,09/05/2016,09/06/2016,First Class
102085,CA-2014-102085,10/04/2014,10/09/2014,Standard Class
107125,CA-2017-107125,11/27/2017,12/02/2017,Standard Class
125815,CA-2016-125815,10/28/2016,11/01/2016,Second Class
144190,CA-2015-144190,06/09/2015,6/13/2015,Standard Class
117926,CA-2017-117926,12/08/2017,12/12/2017,Second Class
153906,CA-2015-153906,3/16/2015,3/20/2015,Standard Class
160262,CA-2014-160262,06/09/2014,6/13/2014,Second Class
127607,CA-2015-127607,3/20/2015,3/26/2015,Standard Class
166226,CA-2016-166226,11/18/2016,11/22/2016,Standard Class
156587,CA-2014-156587,03/07/2014,03/08/2014,First Class
141180,CA-2016-141180,5/15/2016,5/19/2016,Second Class
109708,CA-2015-109708,5/25/2015,5/28/2015,Second Class
122406,CA-2015-122406,08/02/2015,08/05/2015,Second Class
153815,US-2016-153815,11/06/2016,11/09/2016,First Class
164896,CA-2016-164896,11/07/2016,11/12/2016,Standard Class
142202,CA-2015-142202,9/18/2015,9/23/2015,Second Class
165050,CA-2015-165050,12/07/2015,12/09/2015,First Class
131114,US-2016-131114,12/09/2016,12/13/2016,Second Class
160066,CA-2014-160066,11/16/2014,11/22/2014,Standard Class
109925,CA-2016-109925,11/06/2016,11/10/2016,Second Class
160696,CA-2015-160696,09/06/2015,09/10/2015,Standard Class
125171,CA-2014-125171,09/03/2014,09/03/2014,Same Day
149279,CA-2016-149279,4/24/2016,4/28/2016,Standard Class
107321,CA-2017-107321,8/31/2017,09/04/2017,Standard Class
122714,US-2017-122714,12/07/2017,12/13/2017,Standard Class
153038,CA-2015-153038,12/18/2015,12/25/2015,Standard Class
132227,CA-2014-132227,11/04/2014,11/10/2014,Standard Class
155824,CA-2017-155824,03/10/2017,3/15/2017,Standard Class
129238,CA-2016-129238,1/31/2016,02/04/2016,Standard Class
159688,CA-2017-159688,05/07/2017,05/12/2017,Standard Class
136126,CA-2016-136126,5/24/2016,5/24/2016,Same Day
155033,CA-2016-155033,10/07/2016,10/12/2016,Standard Class
156006,CA-2014-156006,4/30/2014,05/02/2014,Second Class
158659,CA-2015-158659,11/10/2015,11/14/2015,Second Class
169796,CA-2015-169796,11/09/2015,11/14/2015,Standard Class
102876,CA-2015-102876,09/07/2015,9/14/2015,Standard Class
139647,US-2017-139647,05/11/2017,5/13/2017,First Class
160465,US-2017-160465,7/21/2017,7/26/2017,Standard Class
153850,CA-2014-153850,11/24/2014,11/29/2014,Standard Class
127558,CA-2014-127558,11/15/2014,11/18/2014,First Class
136511,CA-2017-136511,3/23/2017,3/25/2017,Second Class
133795,CA-2016-133795,12/18/2016,12/24/2016,Standard Class
130953,US-2017-130953,7/29/2017,08/03/2017,Standard Class
151792,CA-2014-151792,09/02/2014,09/07/2014,Second Class
139304,CA-2017-139304,1/29/2017,02/02/2017,Standard Class
155166,CA-2016-155166,12/26/2016,01/02/2017,Standard Class
103954,CA-2015-103954,08/09/2015,8/13/2015,Second Class
169803,CA-2014-169803,04/06/2014,04/12/2014,Standard Class
141719,CA-2017-141719,11/17/2017,11/21/2017,Second Class
136469,CA-2015-136469,07/11/2015,07/12/2015,First Class
158694,CA-2016-158694,11/10/2016,11/13/2016,Second Class
104759,US-2014-104759,3/31/2014,04/04/2014,Standard Class
150511,CA-2015-150511,9/18/2015,9/24/2015,Standard Class
134922,CA-2015-134922,11/07/2015,11/11/2015,Standard Class
120607,US-2017-120607,5/19/2017,5/19/2017,Same Day
141243,CA-2015-141243,01/03/2015,01/08/2015,Second Class
162166,CA-2015-162166,09/08/2015,09/11/2015,First Class
120796,CA-2016-120796,04/03/2016,04/07/2016,Standard Class
109722,CA-2016-109722,12/05/2016,12/07/2016,Second Class
136798,CA-2015-136798,05/08/2015,05/12/2015,Standard Class
122196,CA-2017-122196,9/22/2017,9/24/2017,First Class
142090,CA-2017-142090,11/30/2017,12/07/2017,Standard Class
160934,CA-2017-160934,1/15/2017,1/19/2017,Standard Class
124478,CA-2014-124478,08/08/2014,08/12/2014,Standard Class
145485,CA-2015-145485,11/05/2015,11/05/2015,Same Day
151071,CA-2017-151071,4/25/2017,4/29/2017,Second Class
134572,CA-2014-134572,4/20/2014,4/22/2014,Second Class
143217,CA-2017-143217,11/11/2017,11/17/2017,Standard Class
133312,US-2017-133312,11/25/2017,11/29/2017,Standard Class
137533,US-2015-137533,12/18/2015,12/18/2015,Same Day
155138,CA-2016-155138,09/08/2016,09/12/2016,Standard Class
108350,CA-2016-108350,06/06/2016,06/09/2016,Second Class
144302,CA-2015-144302,6/19/2015,6/23/2015,Standard Class
109001,CA-2015-109001,03/05/2015,03/09/2015,Standard Class
132738,CA-2017-132738,08/04/2017,08/07/2017,First Class
156720,CA-2017-156720,12/30/2017,01/03/2018,Standard Class
119102,CA-2015-119102,5/23/2015,5/27/2015,Standard Class
140452,US-2014-140452,12/06/2014,12/10/2014,Standard Class
141936,CA-2015-141936,08/07/2015,08/12/2015,Standard Class
158442,CA-2014-158442,3/17/2014,3/17/2014,Same Day
167374,CA-2015-167374,3/26/2015,3/30/2015,Second Class
116568,CA-2014-116568,12/14/2014,12/20/2014,Standard Class
147102,CA-2015-147102,9/19/2015,9/26/2015,Standard Class
132213,CA-2017-132213,4/25/2017,4/26/2017,First Class
138450,CA-2014-138450,10/18/2014,10/22/2014,Standard Class
153073,CA-2015-153073,11/13/2015,11/13/2015,Same Day
147970,CA-2016-147970,1/31/2016,02/02/2016,Second Class
150658,CA-2016-150658,11/17/2016,11/22/2016,Standard Class
125640,CA-2017-125640,7/25/2017,7/29/2017,Standard Class
154137,CA-2017-154137,11/11/2017,11/17/2017,Standard Class
127173,CA-2015-127173,9/26/2015,10/03/2015,Standard Class
149538,CA-2014-149538,04/04/2014,04/08/2014,Standard Class
160766,CA-2014-160766,9/14/2014,9/14/2014,Same Day
146626,CA-2017-146626,12/29/2017,01/05/2018,Standard Class
123330,CA-2015-123330,6/21/2015,6/27/2015,Standard Class
155607,CA-2017-155607,11/26/2017,11/30/2017,Standard Class
151323,CA-2016-151323,10/23/2016,10/28/2016,Standard Class
146696,CA-2015-146696,12/14/2015,12/19/2015,Standard Class
128972,CA-2016-128972,11/13/2016,11/17/2016,Standard Class
128335,CA-2017-128335,9/29/2017,10/05/2017,Standard Class
154886,CA-2015-154886,11/08/2015,11/12/2015,Standard Class
111213,CA-2016-111213,04/01/2016,04/05/2016,Standard Class
161333,CA-2017-161333,02/02/2017,02/07/2017,Standard Class
128734,CA-2017-128734,12/24/2017,12/31/2017,Standard Class
141796,CA-2014-141796,6/21/2014,6/21/2014,Same Day
125101,CA-2017-125101,03/06/2017,03/10/2017,Second Class
169929,CA-2017-169929,9/25/2017,9/28/2017,First Class
121566,US-2014-121566,6/30/2014,07/06/2014,Standard Class
124219,US-2015-124219,08/07/2015,08/08/2015,First Class
163006,CA-2017-163006,6/30/2017,07/04/2017,Second Class
156146,CA-2015-156146,10/26/2015,10/30/2015,Second Class
111192,CA-2014-111192,7/30/2014,08/05/2014,Standard Class
115378,CA-2016-115378,11/18/2016,11/23/2016,Second Class
161627,CA-2015-161627,07/06/2015,07/11/2015,Standard Class
121006,CA-2014-121006,11/10/2014,11/16/2014,Standard Class
122903,CA-2016-122903,5/27/2016,5/29/2016,Second Class
107741,CA-2015-107741,03/08/2015,03/10/2015,First Class
106432,CA-2017-106432,10/19/2017,10/24/2017,Standard Class
148908,CA-2016-148908,11/05/2016,11/08/2016,First Class
123015,CA-2016-123015,12/26/2016,12/30/2016,Standard Class
120502,US-2015-120502,4/13/2015,4/19/2015,Standard Class
108749,CA-2017-108749,09/12/2017,9/15/2017,First Class
163335,CA-2017-163335,9/24/2017,9/27/2017,First Class
134719,CA-2015-134719,10/10/2015,10/15/2015,Standard Class
154389,US-2015-154389,11/27/2015,12/03/2015,Standard Class
115567,CA-2015-115567,9/13/2015,9/18/2015,Standard Class
136679,US-2017-136679,11/14/2017,11/18/2017,Standard Class
141943,US-2017-141943,05/05/2017,05/09/2017,Standard Class
101560,CA-2014-101560,11/28/2014,12/01/2014,Second Class
159709,CA-2014-159709,05/10/2014,5/15/2014,Standard Class
103982,CA-2016-103982,03/03/2016,03/08/2016,Standard Class
142454,CA-2015-142454,8/15/2015,8/19/2015,Standard Class
102015,CA-2015-102015,09/12/2015,9/18/2015,Standard Class
156755,CA-2015-156755,01/12/2015,1/18/2015,Standard Class
130876,CA-2015-130876,05/12/2015,5/16/2015,Second Class
145898,CA-2016-145898,9/26/2016,9/26/2016,Same Day
159562,US-2017-159562,09/09/2017,9/15/2017,Standard Class
134635,CA-2017-134635,4/15/2017,4/17/2017,Second Class
167080,CA-2017-167080,06/10/2017,6/14/2017,Standard Class
145653,CA-2017-145653,09/01/2017,09/01/2017,Same Day
140487,CA-2014-140487,6/14/2014,6/20/2014,Standard Class
117401,CA-2017-117401,5/18/2017,5/22/2017,Second Class
109582,US-2017-109582,09/12/2017,9/17/2017,Second Class
119865,CA-2016-119865,6/21/2016,6/26/2016,Standard Class
147648,US-2014-147648,11/26/2014,12/01/2014,Standard Class
124436,CA-2017-124436,3/19/2017,3/22/2017,Second Class
115084,CA-2014-115084,10/18/2014,10/22/2014,Standard Class
131037,CA-2017-131037,8/22/2017,8/23/2017,First Class
111143,CA-2016-111143,11/19/2016,11/22/2016,First Class
166744,CA-2014-166744,9/20/2014,9/24/2014,Standard Class
116561,CA-2016-116561,09/11/2016,9/17/2016,Standard Class
110730,CA-2016-110730,9/23/2016,9/26/2016,Second Class
146367,CA-2017-146367,08/04/2017,08/08/2017,Standard Class
149454,CA-2016-149454,7/25/2016,7/26/2016,First Class
156265,CA-2016-156265,08/02/2016,08/04/2016,Second Class
168914,US-2015-168914,5/21/2015,5/27/2015,Standard Class
110989,US-2017-110989,11/03/2017,11/05/2017,Second Class
106215,CA-2015-106215,4/16/2015,4/21/2015,Standard Class
169369,US-2016-169369,12/12/2016,12/18/2016,Standard Class
132318,CA-2015-132318,10/30/2015,11/02/2015,First Class
131982,US-2014-131982,03/07/2014,03/11/2014,Second Class
125185,CA-2015-125185,03/05/2015,03/07/2015,Second Class
130078,CA-2016-130078,08/08/2016,8/14/2016,Standard Class
114034,US-2017-114034,01/03/2017,01/08/2017,Standard Class
115595,US-2017-115595,10/09/2017,10/11/2017,First Class
158722,CA-2017-158722,10/20/2017,10/26/2017,Standard Class
105165,CA-2014-105165,09/07/2014,09/10/2014,First Class
147452,CA-2017-147452,9/30/2017,10/03/2017,First Class
114657,US-2017-114657,11/16/2017,11/21/2017,Standard Class
144484,CA-2017-144484,09/11/2017,09/11/2017,Same Day
125913,CA-2017-125913,1/16/2017,1/16/2017,Same Day
158309,US-2016-158309,11/26/2016,11/29/2016,First Class
162887,CA-2015-162887,11/07/2015,11/09/2015,Second Class
147333,CA-2017-147333,12/14/2017,12/20/2017,Standard Class
113859,CA-2014-113859,9/13/2014,9/17/2014,Standard Class
159681,CA-2014-159681,12/07/2014,12/13/2014,Standard Class
104094,US-2017-104094,09/07/2017,09/11/2017,Standard Class
152709,CA-2017-152709,10/07/2017,10/12/2017,Standard Class
105158,CA-2015-105158,09/05/2015,09/10/2015,Standard Class
133424,CA-2014-133424,3/30/2014,04/04/2014,Standard Class
105991,CA-2017-105991,05/05/2017,05/06/2017,First Class
136784,US-2017-136784,4/30/2017,05/05/2017,Standard Class
146283,CA-2014-146283,09/08/2014,9/15/2014,Standard Class
151218,CA-2017-151218,6/20/2017,6/23/2017,First Class
111073,CA-2015-111073,12/26/2015,12/30/2015,Standard Class
144883,CA-2017-144883,8/15/2017,8/19/2017,Standard Class
142174,CA-2017-142174,03/04/2017,03/09/2017,Standard Class
108791,CA-2017-108791,7/27/2017,7/31/2017,Standard Class
106656,CA-2016-106656,9/23/2016,9/26/2016,First Class
113831,CA-2016-113831,5/30/2016,06/03/2016,Standard Class
139500,US-2014-139500,11/16/2014,11/20/2014,Standard Class
166310,US-2014-166310,9/21/2014,9/23/2014,First Class
168410,US-2016-168410,2/21/2016,2/26/2016,Standard Class
131254,CA-2017-131254,11/19/2017,11/21/2017,First Class
123414,CA-2016-123414,8/21/2016,8/27/2016,Standard Class
137876,CA-2017-137876,4/30/2017,05/05/2017,Standard Class
154060,CA-2016-154060,05/02/2016,05/08/2016,Standard Class
162558,US-2017-162558,10/02/2017,10/05/2017,First Class
134439,CA-2017-134439,9/18/2017,9/23/2017,Second Class
119508,CA-2015-119508,12/04/2015,12/09/2015,Standard Class
152681,CA-2015-152681,1/17/2015,1/22/2015,Standard Class
130813,CA-2014-130813,01/06/2014,01/08/2014,Second Class
120320,CA-2015-120320,03/05/2015,03/09/2015,Standard Class
111941,CA-2016-111941,12/25/2016,12/28/2016,Second Class
123120,CA-2016-123120,09/04/2016,09/08/2016,Standard Class
103331,CA-2014-103331,8/26/2014,09/01/2014,Standard Class
169278,CA-2015-169278,5/21/2015,5/25/2015,Standard Class
111577,CA-2017-111577,10/16/2017,10/21/2017,Standard Class
146486,CA-2015-146486,11/09/2015,11/14/2015,Second Class
168501,US-2014-168501,11/21/2014,11/27/2014,Standard Class
112053,CA-2015-112053,10/11/2015,10/13/2015,Second Class
108539,CA-2017-108539,3/21/2017,3/23/2017,Second Class
149811,CA-2015-149811,01/04/2015,01/10/2015,Standard Class
103814,US-2017-103814,12/09/2017,12/16/2017,Standard Class
123932,CA-2016-123932,09/06/2016,09/12/2016,Standard Class
101616,US-2016-101616,09/03/2016,09/06/2016,First Class
113768,CA-2014-113768,5/13/2014,5/19/2014,Standard Class
138037,CA-2016-138037,9/29/2016,10/03/2016,Standard Class
150490,CA-2014-150490,08/05/2014,08/11/2014,Standard Class
126060,US-2017-126060,4/14/2017,4/18/2017,Standard Class
100951,CA-2017-100951,06/09/2017,06/10/2017,First Class
122017,CA-2016-122017,12/29/2016,01/02/2017,Standard Class
123477,CA-2014-123477,1/18/2014,1/21/2014,Second Class
107790,CA-2016-107790,11/20/2016,11/24/2016,Standard Class
158071,CA-2017-158071,06/10/2017,6/15/2017,Standard Class
147403,CA-2017-147403,09/10/2017,9/13/2017,First Class
136721,US-2017-136721,04/08/2017,04/12/2017,Standard Class
118738,CA-2015-118738,10/24/2015,10/30/2015,Standard Class
134152,CA-2017-134152,5/27/2017,5/31/2017,Standard Class
125542,CA-2014-125542,12/05/2014,12/07/2014,First Class
136021,CA-2016-136021,8/14/2016,8/18/2016,Standard Class
149195,CA-2016-149195,09/05/2016,09/07/2016,Second Class
161410,CA-2017-161410,6/26/2017,07/03/2017,Standard Class
152786,CA-2017-152786,03/12/2017,3/17/2017,Standard Class
164707,CA-2017-164707,2/18/2017,2/21/2017,Second Class
163874,CA-2017-163874,11/10/2017,11/12/2017,Second Class
123183,US-2014-123183,11/19/2014,11/25/2014,Standard Class
104829,CA-2014-104829,11/18/2014,11/21/2014,Second Class
147340,US-2016-147340,9/24/2016,9/24/2016,Same Day
145492,CA-2016-145492,11/20/2016,11/27/2016,Standard Class
163202,CA-2016-163202,9/27/2016,10/02/2016,Standard Class
117681,CA-2016-117681,04/09/2016,4/14/2016,Standard Class
132262,CA-2017-132262,9/21/2017,9/23/2017,First Class
123043,CA-2017-123043,8/24/2017,8/29/2017,Standard Class
143280,US-2016-143280,2/22/2016,2/26/2016,Standard Class
108854,CA-2017-108854,12/08/2017,12/14/2017,Standard Class
166856,CA-2017-166856,9/18/2017,9/22/2017,Standard Class
153157,CA-2016-153157,09/11/2016,9/14/2016,First Class
125647,US-2017-125647,9/23/2017,9/28/2017,Standard Class
132542,CA-2014-132542,10/06/2014,10/08/2014,Second Class
110877,CA-2015-110877,10/23/2015,10/26/2015,First Class
151827,US-2016-151827,3/31/2016,04/02/2016,Second Class
163258,US-2016-163258,12/29/2016,01/02/2017,Standard Class
103009,CA-2017-103009,11/03/2017,11/05/2017,Second Class
120649,US-2017-120649,1/20/2017,1/26/2017,Standard Class
153598,CA-2016-153598,12/03/2016,12/06/2016,First Class
108497,US-2016-108497,6/14/2016,6/14/2016,Same Day
113096,CA-2016-113096,09/02/2016,09/04/2016,First Class
136861,CA-2014-136861,09/05/2014,09/07/2014,First Class
117422,CA-2017-117422,10/21/2017,10/25/2017,Standard Class
129707,CA-2017-129707,4/25/2017,4/29/2017,Standard Class
160171,CA-2015-160171,10/19/2015,10/24/2015,Standard Class
103317,CA-2014-103317,07/05/2014,07/08/2014,First Class
167115,CA-2016-167115,04/04/2016,04/09/2016,Standard Class
153633,US-2017-153633,11/13/2017,11/18/2017,Second Class
155929,CA-2017-155929,09/09/2017,9/13/2017,Standard Class
148712,CA-2015-148712,4/17/2015,4/23/2015,Standard Class
128307,CA-2016-128307,7/25/2016,7/29/2016,Standard Class
127425,US-2016-127425,8/26/2016,8/31/2016,Standard Class
119081,US-2014-119081,09/12/2014,9/19/2014,Standard Class
140613,CA-2016-140613,7/22/2016,7/29/2016,Standard Class
108700,US-2017-108700,5/19/2017,5/23/2017,Standard Class
160962,CA-2017-160962,4/28/2017,05/02/2017,Standard Class
130631,CA-2017-130631,12/29/2017,01/02/2018,Standard Class
116680,CA-2017-116680,09/04/2017,09/06/2017,Second Class
107405,US-2014-107405,3/21/2014,3/25/2014,Standard Class
101574,CA-2017-101574,9/28/2017,10/04/2017,Standard Class
146591,CA-2014-146591,1/19/2014,1/20/2014,First Class
107706,CA-2014-107706,2/14/2014,2/19/2014,Second Class
122448,CA-2016-122448,06/09/2016,6/14/2016,Standard Class
132451,CA-2014-132451,9/26/2014,9/27/2014,First Class
158547,CA-2016-158547,5/30/2016,06/04/2016,Standard Class
116946,CA-2017-116946,12/19/2017,12/23/2017,Standard Class
121741,CA-2017-121741,12/26/2017,12/26/2017,Same Day
169691,CA-2017-169691,6/15/2017,6/18/2017,First Class
121356,CA-2016-121356,11/20/2016,11/24/2016,Standard Class
101770,CA-2014-101770,3/31/2014,04/04/2014,Standard Class
105487,CA-2017-105487,10/08/2017,10/14/2017,Standard Class
148999,CA-2017-148999,1/30/2017,02/04/2017,Standard Class
107573,CA-2014-107573,12/12/2014,12/17/2014,Standard Class
156608,CA-2015-156608,10/24/2015,10/29/2015,Standard Class
134495,CA-2017-134495,04/01/2017,04/04/2017,Second Class
164098,CA-2017-164098,1/26/2017,1/27/2017,First Class
105249,CA-2014-105249,11/28/2014,11/28/2014,Same Day
113523,CA-2015-113523,09/04/2015,09/08/2015,Standard Class
117821,CA-2017-117821,06/12/2017,6/16/2017,Standard Class
164378,CA-2017-164378,7/15/2017,7/18/2017,Second Class
127782,CA-2017-127782,11/02/2017,11/06/2017,Standard Class
162026,US-2016-162026,10/08/2016,10/08/2016,Same Day
150000,CA-2016-150000,04/08/2016,4/14/2016,Standard Class
168529,CA-2015-168529,10/08/2015,10/12/2015,Standard Class
152569,US-2017-152569,5/15/2017,5/20/2017,Standard Class
137680,US-2014-137680,2/24/2014,03/02/2014,Standard Class
103177,CA-2015-103177,5/30/2015,06/01/2015,First Class
138408,US-2016-138408,11/18/2016,11/21/2016,Second Class
117667,CA-2017-117667,12/04/2017,12/09/2017,Standard Class
110982,CA-2016-110982,06/05/2016,06/07/2016,First Class
147123,CA-2016-147123,12/10/2016,12/12/2016,First Class
154501,CA-2017-154501,4/30/2017,05/05/2017,Standard Class
166933,CA-2017-166933,4/24/2017,4/28/2017,Standard Class
142055,CA-2015-142055,05/08/2015,05/10/2015,First Class
137106,CA-2015-137106,3/31/2015,04/04/2015,Standard Class
136609,CA-2017-136609,08/06/2017,08/11/2017,Standard Class
160885,CA-2017-160885,12/02/2017,12/06/2017,Standard Class
167472,US-2016-167472,06/06/2016,06/07/2016,First Class
120551,CA-2015-120551,4/13/2015,4/20/2015,Standard Class
150595,US-2017-150595,5/22/2017,5/26/2017,Standard Class
134936,CA-2016-134936,12/19/2016,12/25/2016,Standard Class
102967,CA-2017-102967,9/22/2017,9/26/2017,Standard Class
151008,CA-2017-151008,09/07/2017,09/08/2017,First Class
159800,CA-2014-159800,11/28/2014,12/01/2014,First Class
159618,US-2014-159618,11/12/2014,11/16/2014,Standard Class
116113,CA-2017-116113,10/02/2017,10/06/2017,Second Class
125066,CA-2015-125066,12/14/2015,12/18/2015,Standard Class
114741,US-2015-114741,12/06/2015,12/10/2015,Standard Class
133263,CA-2017-133263,3/31/2017,04/02/2017,Second Class
157966,CA-2017-157966,3/13/2017,3/13/2017,Same Day
151162,CA-2014-151162,12/05/2014,12/09/2014,Standard Class
136686,CA-2016-136686,12/12/2016,12/16/2016,Standard Class
137498,CA-2017-137498,09/09/2017,9/14/2017,Second Class
163818,CA-2017-163818,10/04/2017,10/08/2017,Standard Class
161158,CA-2016-161158,05/09/2016,5/13/2016,Standard Class
116673,CA-2014-116673,12/15/2014,12/19/2014,Second Class
105333,CA-2017-105333,11/30/2017,12/04/2017,Standard Class
149993,CA-2015-149993,3/19/2015,3/20/2015,First Class
168158,CA-2014-168158,7/19/2014,7/24/2014,Standard Class
115224,CA-2016-115224,12/08/2016,12/11/2016,Second Class
164742,CA-2014-164742,10/13/2014,10/18/2014,Second Class
108014,US-2017-108014,11/19/2017,11/25/2017,Standard Class
160325,CA-2017-160325,9/24/2017,9/24/2017,Same Day
159779,CA-2015-159779,9/25/2015,9/29/2015,Standard Class
151176,CA-2017-151176,2/13/2017,2/20/2017,Standard Class
108903,CA-2014-108903,10/03/2014,10/03/2014,Same Day
117919,CA-2016-117919,8/27/2016,8/29/2016,Second Class
142475,CA-2015-142475,12/03/2015,12/07/2015,Standard Class
134516,CA-2016-134516,9/20/2016,9/25/2016,Standard Class
105193,CA-2017-105193,3/25/2017,3/31/2017,Standard Class
168634,CA-2015-168634,12/06/2015,12/11/2015,Standard Class
117198,CA-2017-117198,8/31/2017,09/05/2017,Standard Class
145828,CA-2015-145828,10/05/2015,10/07/2015,First Class
121027,CA-2017-121027,8/18/2017,8/22/2017,Standard Class
147431,CA-2016-147431,02/02/2016,02/07/2016,Standard Class
158001,CA-2016-158001,8/23/2016,8/27/2016,Standard Class
125745,CA-2017-125745,6/30/2017,07/04/2017,Standard Class
101154,CA-2015-101154,9/18/2015,9/21/2015,First Class
124163,US-2016-124163,9/25/2016,9/30/2016,Standard Class
121748,CA-2016-121748,10/24/2016,10/28/2016,Second Class
126683,CA-2014-126683,9/29/2014,10/01/2014,Second Class
148810,CA-2017-148810,6/26/2017,07/01/2017,Standard Class
146066,US-2016-146066,8/21/2016,8/23/2016,Second Class
127614,CA-2014-127614,02/11/2014,2/15/2014,Standard Class
101742,CA-2016-101742,9/23/2016,9/28/2016,Second Class
134943,CA-2015-134943,12/05/2015,12/06/2015,First Class
123022,CA-2017-123022,09/03/2017,09/08/2017,Standard Class
113208,CA-2017-113208,3/26/2017,04/02/2017,Standard Class
154893,CA-2014-154893,12/21/2014,12/27/2014,Standard Class
147900,CA-2014-147900,9/23/2014,9/28/2014,Standard Class
106355,CA-2017-106355,04/02/2017,04/05/2017,First Class
127985,CA-2016-127985,04/01/2016,04/05/2016,Second Class
166604,CA-2015-166604,5/15/2015,5/20/2015,Second Class
120719,CA-2017-120719,3/23/2017,3/26/2017,First Class
127117,CA-2017-127117,4/14/2017,4/19/2017,Standard Class
104241,CA-2015-104241,01/04/2015,01/09/2015,Standard Class
168179,CA-2017-168179,11/02/2017,11/07/2017,Standard Class
142342,CA-2017-142342,7/17/2017,7/19/2017,Second Class
109099,CA-2017-109099,10/06/2017,10/11/2017,Standard Class
134187,US-2014-134187,11/04/2014,11/11/2014,Standard Class
145261,CA-2016-145261,12/18/2016,12/21/2016,First Class
108875,CA-2016-108875,9/24/2016,10/01/2016,Standard Class
141957,CA-2016-141957,7/21/2016,7/21/2016,Same Day
142405,CA-2016-142405,06/11/2016,6/15/2016,Standard Class
141012,CA-2015-141012,06/09/2015,06/11/2015,Second Class
127922,CA-2017-127922,10/27/2017,11/03/2017,Standard Class
146318,CA-2016-146318,1/22/2016,1/27/2016,Standard Class
135993,CA-2014-135993,5/28/2014,06/02/2014,Standard Class
126802,CA-2014-126802,12/29/2014,01/05/2015,Standard Class
143924,CA-2016-143924,7/28/2016,08/03/2016,Standard Class
141551,CA-2016-141551,9/24/2016,9/30/2016,Standard Class
164315,CA-2014-164315,04/02/2014,04/08/2014,Standard Class
131072,CA-2015-131072,11/05/2015,11/05/2015,Same Day
131541,CA-2014-131541,7/28/2014,7/28/2014,Same Day
119550,CA-2015-119550,12/26/2015,12/31/2015,Standard Class
138093,US-2015-138093,12/10/2015,12/16/2015,Standard Class
126165,CA-2016-126165,05/05/2016,05/07/2016,Second Class
126123,CA-2017-126123,10/14/2017,10/18/2017,Standard Class
143441,CA-2016-143441,11/05/2016,11/05/2016,Same Day
148320,CA-2017-148320,11/03/2017,11/08/2017,Standard Class
125661,CA-2016-125661,11/24/2016,11/26/2016,First Class
123519,US-2014-123519,12/14/2014,12/21/2014,Standard Class
155593,CA-2014-155593,11/03/2014,11/08/2014,Standard Class
136000,CA-2017-136000,9/22/2017,9/25/2017,Second Class
160857,US-2015-160857,05/08/2015,5/15/2015,Standard Class
115805,CA-2017-115805,7/31/2017,7/31/2017,Same Day
143707,US-2014-143707,03/01/2014,03/05/2014,Standard Class
116939,CA-2017-116939,9/25/2017,9/29/2017,Standard Class
124107,CA-2015-124107,10/09/2015,10/12/2015,Second Class
126550,CA-2017-126550,3/29/2017,04/02/2017,Second Class
138674,CA-2015-138674,11/14/2015,11/17/2015,First Class
165820,CA-2016-165820,9/26/2016,9/30/2016,Standard Class
103191,CA-2014-103191,9/22/2014,9/27/2014,Standard Class
103933,CA-2015-103933,9/25/2015,9/27/2015,First Class
110548,CA-2015-110548,05/04/2015,05/08/2015,Standard Class
117324,CA-2017-117324,12/08/2017,12/13/2017,Standard Class
143574,CA-2017-143574,6/29/2017,07/02/2017,First Class
111773,CA-2014-111773,6/29/2014,07/03/2014,Standard Class
148614,CA-2014-148614,1/20/2014,1/25/2014,Standard Class
156139,CA-2017-156139,12/31/2016,01/06/2017,Standard Class
147886,US-2017-147886,3/28/2017,3/31/2017,First Class
113733,CA-2016-113733,12/08/2016,12/12/2016,Standard Class
104913,CA-2017-104913,11/18/2017,11/22/2017,Standard Class
