SalesKey,OrderKey,CustomerKey,SalesTheritoryKey,ProductKey,Sales,Quantity,Discount,Profit
5827,161067,16405,10035,10004626,90.801,1,0.1,14.1246
5828,161067,16405,10035,10004860,181.764,2,0.1,-8.0784
5829,161067,16405,10035,10003251,5.56,2,0,2.224
5830,122063,17920,47374,10004575,581.96,2,0,104.7528
5831,122063,17920,47374,10004754,29.98,1,0,8.0946
5832,111206,19735,92105,10003095,519.96,4,0,176.7864
5833,142895,11290,28027,10000262,6.264,3,0.2,2.0358
5834,142895,11290,28027,10002961,363.92,5,0.2,0
5835,101868,17740,33178,10003876,64.2,5,0.7,-42.8
5836,101868,17740,33178,10002133,38.52,3,0.7,-26.964
5837,101868,17740,33178,10004396,72.6,5,0.2,-8.1675
5838,133207,13645,90036,10004100,57.568,4,0.2,5.7568
5839,132948,17485,98115,10000636,83.7,5,0,3.348
5840,134992,17875,22204,10001972,32.4,5,0,15.552
5841,134992,17875,22204,10002554,47.98,2,0,11.0354
5842,126725,11665,92105,10003174,415.968,4,0.2,51.996
5843,126725,11665,92105,10001418,304.9,5,0,6.098
5844,126725,11665,92105,10002813,80.96,4,0,29.1456
5845,126725,11665,92105,10000129,777.21,7,0,54.4047
5846,126725,11665,92105,10001639,32.4,5,0,15.552
5847,126725,11665,92105,10001708,225.568,2,0.2,2.8196
5848,126725,11665,92105,10001591,36.6,3,0,15.372
5849,121783,19180,55113,10003849,715.64,2,0,178.91
5850,121783,19180,55113,10000078,795.51,3,0,143.1918
5851,121783,19180,55113,10001571,549.99,1,0,274.995
5852,121783,19180,55113,10001658,74.76,3,0,34.3896
5853,121783,19180,55113,10004351,29.22,3,0,12.8568
5854,138835,13450,23464,10003314,9.64,2,0,4.7236
5855,112214,10690,75220,10001505,33.488,7,0.2,-1.2558
5856,112214,10690,75220,10003567,23.04,3,0.2,-4.896
5857,112214,10690,75220,10002982,1.362,1,0.8,-2.1792
5858,112214,10690,75220,10002364,14.76,5,0.6,-11.439
5859,153255,15730,94521,10004218,239.666,2,0.15,14.098
5860,108119,17530,72032,10002530,301.96,2,0,45.294
5861,157434,15640,19120,10001526,7.968,2,0.2,2.8884
5862,101525,12235,72209,10001497,109.92,2,0,53.8608
5863,101525,12235,72209,10003936,19.44,3,0,9.3312
5864,101525,12235,72209,10000716,11.16,2,0,4.3524
5865,117968,19420,6450,10002765,79.47,3,0,22.2516
5866,117968,19420,6450,10004165,4.56,2,0,2.0064
5867,117968,19420,6450,10002335,1133.35,5,0,294.671
5868,158211,11185,19143,10004078,4.672,1,0.2,0.584
5869,158211,11185,19143,10002026,104.58,6,0.7,-80.178
5870,152247,17995,82001,10001215,1603.136,4,0.2,100.196
5871,128223,13705,92804,10001771,1293.488,7,0.2,80.843
5872,154235,19900,47401,10004006,127.95,3,0,21.7515
5873,129910,17320,31907,10003282,59.76,1,0,16.7328
5874,133095,14005,72401,10002353,108.08,7,0,54.04
5875,133095,14005,72401,10004141,9.54,3,0,4.3884
5876,130554,14290,19140,10001954,11.736,3,0.2,1.0269
5877,152443,14260,1841,10001071,447.86,7,0,219.4514
5878,152443,14260,1841,10003022,17.94,3,0,8.7906
5879,152443,14260,1841,10001293,245.88,6,0,68.8464
5880,133319,17485,10011,10001815,192.16,4,0,92.2368
5881,133935,15220,92105,10001215,801.568,2,0.2,50.098
5882,133935,15220,92105,10000100,368.91,9,0,180.7659
5883,133935,15220,92105,10002880,885.528,9,0.2,-99.6219
5884,136301,13765,94109,10004712,28.28,2,0,7.3528
5885,136301,13765,94109,10000151,4912.59,3,0,196.5036
5886,109456,17245,94110,10000136,14.352,3,0.2,5.0232
5887,109456,17245,94110,10003610,179.97,3,0,86.3856
5888,151596,11050,2920,10001837,42.76,1,0,11.1176
5889,147879,12220,42301,10001952,45.68,2,0,21.0128
5890,166625,15580,21215,10002414,25.06,2,0,11.7782
5891,146157,19720,60610,10001790,38.432,1,0.2,13.4512
5892,146157,19720,60610,10001590,21.568,2,0.2,1.6176
5893,146157,19720,60610,10003657,81.576,3,0.2,2.0394
5894,159954,20410,30318,10004876,2.78,1,0,1.3622
5895,100825,16495,90036,10003123,99.87,3,0,23.9688
5896,168305,18925,90049,10003498,44.4,3,0,22.2
5897,168305,18925,90049,10004947,21.4,5,0,9.63
5898,167682,21925,47374,10003799,71.12,4,0,22.0472
5899,167682,21925,47374,10000673,259.96,4,0,124.7808
5900,108000,16945,94110,10002621,9.78,1,0,4.89
5901,146465,18805,94122,10004528,24.192,9,0.2,7.56
5902,159639,18745,7090,10001889,31.56,3,0,10.4148
5903,153948,14290,94122,10000157,59.94,3,0,28.1718
5904,153948,14290,94122,10002764,45.36,4,0,22.2264
5905,153948,14290,94122,10000143,26.4,5,0,12.672
5906,153948,14290,94122,10000414,41.4,4,0,19.872
5907,153948,14290,94122,10003441,16.95,1,0,1.017
5908,113985,16495,95123,10002353,24.704,2,0.2,9.264
5909,113985,16495,95123,10001303,59.7,3,0,26.865
5910,113985,16495,95123,10003026,14.52,3,0,5.6628
5911,113985,16495,95123,10000632,104.184,3,0.2,33.8598
5912,155383,20680,98115,10001328,46.53,3,0,13.0284
5913,120432,13585,42301,10004661,25.5,3,0,6.63
5914,126977,19120,10035,10000617,14.9,5,0,1.043
5915,126977,19120,10035,10002762,87.71,7,0,41.2237
5916,126977,19120,10035,10001973,199.764,2,0.1,8.8784
5917,126977,19120,10035,10003058,94.6,4,0,27.434
5918,126977,19120,10035,10004834,4228.704,6,0.2,158.5764
5919,126977,19120,10035,10002213,2003.92,5,0.2,-25.049
5920,126977,19120,10035,10002170,209.97,3,0,58.7916
5921,126977,19120,10035,10003033,659.9,2,0,217.767
5922,126977,19120,10035,10004071,110.96,2,0,53.2608
5923,126977,19120,10035,10000169,67.8,4,0,1.356
5924,130288,13225,10011,10002958,313.176,2,0.4,-120.0508
5925,146458,19435,22153,10001177,22.96,7,0,6.6584
5926,150420,14590,98226,10004975,1099.5,10,0,362.835
5927,118997,19885,35601,10001086,1215.92,8,0,316.1392
5928,114314,13555,72701,10000240,7.31,1,0,3.4357
5929,114314,13555,72701,10002107,8.92,4,0,3.9248
5930,169551,19615,19120,10001519,87.21,3,0.5,-45.3492
5931,169551,19615,19120,10004100,15.552,3,0.2,5.4432
5932,169551,19615,19120,10001363,683.988,2,0.4,-113.998
5933,169551,19615,19120,10004835,13.392,3,0.2,1.0044
5934,169551,19615,19120,10002018,16.776,3,0.2,4.8231
5935,169551,19615,19120,10003033,527.92,2,0.2,85.787
5936,103107,19465,98103,10000221,25.4,5,0,8.636
5937,103107,19465,98103,10001198,177.48,3,0.2,19.9665
5938,103107,19465,98103,10002564,71.976,3,0.2,8.997
5939,122077,15295,75023,10003811,95.992,1,0.2,9.5992
5940,122077,15295,75023,10004178,13.216,4,0.2,4.2952
5941,112431,19690,90049,10001465,435.84,12,0,130.752
5942,112431,19690,90049,10000940,5.88,2,0,1.5876
5943,151092,21790,90032,10001700,211.168,4,0.2,18.4772
5944,104178,15265,90036,10000771,6.28,1,0,2.6376
5945,104178,15265,90036,10002399,95.1,5,0,30.432
5946,104178,15265,90036,10004983,25.92,4,0,12.4416
5947,104178,15265,90036,10004258,48.84,4,0,13.1868
5948,115924,11455,50315,10004040,25.9,5,0,12.691
5949,161046,12535,38671,10003862,42.68,4,0,19.6328
5950,161046,12535,38671,10004571,299.97,3,0,125.9874
5951,161046,12535,38671,10000891,262.24,2,0,78.672
5952,161046,12535,38671,10002026,234.36,6,0,112.4928
5953,141698,20485,77041,10001826,20.736,4,0.2,7.2576
5954,105151,20890,10009,10001231,10.5,5,0,2.94
5955,155796,21430,19601,10000409,23.968,2,0.2,7.7896
5956,155796,21430,19601,10002545,521.96,4,0.5,-250.5408
5957,127138,13225,94109,10002756,676.55,5,0,6.7655
5958,127138,13225,94109,10003842,154.9,5,0,40.274
5959,127138,13225,94109,10004459,30.56,4,0,14.9744
5960,127138,13225,94109,10003746,770.352,3,0.2,77.0352
5961,150602,17395,90045,10003142,21.12,4,0,6.5472
5962,140732,17560,90004,10001425,575.928,9,0.2,57.5928
5963,140732,17560,90004,10001626,7.78,2,0,2.0228
5964,140732,17560,90004,10003625,123.92,4,0,55.764
5965,119011,17035,94109,10004768,17.22,3,0,5.166
5966,119011,17035,94109,10000777,226.56,6,0,63.4368
5967,119011,17035,94109,10003171,107.88,3,0.2,10.788
5968,166912,11335,10009,10001033,81.98,2,0,40.1702
5969,141726,12145,92105,10000418,104.85,1,0,50.328
5970,141726,12145,92105,10001982,8.704,2,0.2,3.1552
5971,141726,12145,92105,10002230,19.92,4,0,9.7608
5972,141726,12145,92105,10003577,43.02,3,0,15.4872
5973,115105,11770,10024,10001811,240.784,1,0.2,30.098
5974,143980,15640,10011,10003779,414.96,2,0,124.488
5975,135636,13615,28205,10000676,387.72,5,0.2,-67.851
5976,102155,19525,66212,10001496,360.38,2,0,93.6988
5977,102155,19525,66212,10003673,13.56,2,0,6.2376
5978,116953,20935,85204,10004614,552,10,0.2,34.5
5979,117765,19465,74133,10001039,429.9,5,0,111.774
5980,117765,19465,74133,10000474,32.06,2,0,15.3888
5981,117765,19465,74133,10004698,161.96,2,0,45.3488
5982,117765,19465,74133,10003327,19.86,2,0,5.7594
5983,114895,18190,10035,10000232,12.96,2,0,6.3504
5984,112984,14185,19143,10003657,20.544,6,0.2,6.42
5985,163776,16030,39401,10001185,185.58,6,0,76.0878
5986,163776,16030,39401,10003007,77.56,2,0,35.6776
5987,163776,16030,39401,10002485,87.92,4,0,0.8792
5988,163776,16030,39401,10001033,245.94,6,0,120.5106
5989,163776,16030,39401,10000404,8.6,1,0,4.042
5990,163776,16030,39401,10003546,504.9,5,0,126.225
5991,163300,14020,90049,10004390,2357.488,7,0.2,884.058
5992,163300,14020,90049,10001700,369.544,7,0.2,32.3351
5993,163300,14020,90049,10003396,184.752,3,0.2,-20.7846
5994,162187,18640,43229,10001558,64.96,5,0.2,-4.06
5995,162187,18640,43229,10004782,13.52,2,0.2,1.69
5996,162187,18640,43229,10003298,458.43,5,0.3,-137.529
5997,162187,18640,43229,10000576,387.136,4,0.2,24.196
5998,162187,18640,43229,10003008,328.59,3,0.4,-147.8655
5999,112991,19975,83605,10001708,338.352,3,0.2,4.2294
6000,112991,19975,83605,10000019,25.92,4,0,12.4416
6001,112991,19975,83605,10002222,91.36,4,0,42.0256
6002,124079,19345,85023,10002553,87.96,3,0.2,7.6965
6003,124079,19345,85023,10002103,5.214,2,0.7,-4.1712
6004,146878,12865,33142,10002794,12.294,1,0.7,-8.6058
6005,107244,10390,90004,10002597,19.76,4,0,8.2992
6006,100657,20245,12180,10003535,109.764,2,0.1,8.5372
6007,129581,16390,2740,10001527,128.85,3,0,3.8655
6008,129028,14530,29501,10004006,127.95,3,0,21.7515
6009,135580,12565,90049,10000595,68.52,3,0,31.5192
6010,135580,12565,90049,10000798,74.94,3,0,14.2386
6011,135580,12565,90049,10004002,2548.56,6,0.2,286.713
6012,135580,12565,90049,10003296,271.44,3,0,122.148
6013,135580,12565,90049,10004345,287.88,3,0.2,35.985
6014,159016,16285,90008,10004405,14.9,5,0,7.152
6015,159016,16285,90008,10002885,4158.912,8,0.2,363.9048
6016,102652,10555,90049,10000747,91.96,2,0,15.6332
6017,102652,10555,90049,10001918,33.11,7,0,12.9129
6018,102652,10555,90049,10003309,19.44,3,0,9.3312
6019,102652,10555,90049,10001977,55.48,1,0,26.6304
6020,152422,11635,43229,10002892,91.92,5,0.2,11.49
6021,156692,15025,70065,10002222,17.34,2,0,4.6818
6022,156692,15025,70065,10000158,71.98,2,0,15.1158
6023,130869,12025,75104,10002600,7.08,3,0.2,2.478
6024,128832,16945,2908,10004855,69.98,2,0,4.8986
6025,139717,13015,43130,10000938,646.272,8,0.2,64.6272
6026,139717,13015,43130,10002195,10.368,2,0.2,3.7584
6027,136007,10615,98115,10002701,8.4,5,0,0.336
6028,136007,10615,98115,10003589,71.96,5,0.2,25.186
6029,157364,17110,28540,10003752,18.48,2,0.2,6.006
6030,112970,21250,90049,10003829,9.84,3,0,2.8536
6031,152492,10585,33142,10000155,239.24,1,0.2,23.924
6032,101168,20140,3060,10003142,21.12,4,0,6.5472
6033,104010,20995,10011,10001218,54.9,5,0,15.372
6034,130253,18955,90036,10002963,15.24,3,0,5.1816
6035,155369,18820,75007,10002578,19.568,2,0.8,-52.8336
6036,155369,18820,75007,10003925,310.392,4,0.8,-512.1468
6037,131205,10645,40324,10003347,42.6,3,0,16.614
6038,131205,10645,40324,10000315,113.94,6,0,54.6912
6039,131205,10645,40324,10002583,129.92,4,0,5.1968
6040,131205,10645,40324,10003469,5.28,3,0,2.5344
6041,122364,14230,90008,10001817,859.2,3,0.2,75.18
6042,122364,14230,90008,10001031,506.28,3,0.2,177.198
6043,117912,21520,85635,10002088,14.368,2,0.2,3.9512
6044,145702,10075,37918,10001482,314.352,3,0.2,-35.3646
6045,145702,10075,37918,10001526,27.888,7,0.2,10.1094
6046,113215,12085,85705,10002937,238.152,3,0.2,89.307
6047,154662,11215,55407,10001771,692.94,3,0,173.235
6048,105571,12340,33142,10003305,16.146,9,0.7,-12.9168
6049,105571,12340,33142,10001359,1345.485,5,0.7,-1031.5385
6050,152765,17245,77036,10000483,173.488,7,0.2,54.215
6051,153878,21655,53209,10000658,57.75,5,0,16.17
6052,153878,21655,53209,10001205,272.4,5,0,76.272
6053,124016,15940,43130,10002586,11.952,3,0.2,4.0338
6054,124016,15940,43130,10004963,28,4,0.2,7.7
6055,124016,15940,43130,10002071,12.201,7,0.7,-9.7608
6056,113551,18385,78539,10001617,2.068,1,0.8,-3.4122
6057,113551,18385,78539,10004665,83.84,8,0.2,30.392
6058,107524,16705,10009,10001990,11.36,2,0,5.3392
6059,107524,16705,10009,10000587,36.4,5,0,17.472
6060,138072,14725,19120,10004859,27.968,2,0.2,6.992
6061,134201,14125,14609,10001476,142.04,4,0,38.3508
6062,134201,14125,14609,10002804,14.67,3,0,6.0147
6063,111780,19285,92037,10004202,1199.96,5,0.2,224.9925
6064,111780,19285,92037,10001307,12.6,3,0,6.174
6065,111780,19285,92037,10001667,17.94,3,0,8.073
6066,119942,21070,19120,10001569,23.904,6,0.2,7.7688
6067,151547,10465,38134,10000898,88.96,8,0.2,10.008
6068,166695,12430,90712,10000225,518.272,8,0.2,-97.176
6069,166695,12430,90712,10002191,6.98,1,0,3.3504
6070,166695,12430,90712,10003176,343.2,1,0.2,38.61
6071,167542,16495,19120,10004093,17.544,3,0.2,5.9211
6072,120901,11035,78745,10000025,152.688,2,0.2,-26.7204
6073,120901,11035,78745,10001561,3.488,2,0.2,0.5668
6074,120901,11035,78745,10001225,5.888,2,0.2,-1.3248
6075,121398,14365,90008,10001718,153.552,3,0.2,51.8238
6076,121398,14365,90008,10002756,270.62,2,0,2.7062
6077,151561,18820,10011,10001432,468.9,6,0,206.316
6078,151561,18820,10011,10003399,72.48,2,0,30.4416
6079,151561,18820,10011,10001574,10.95,3,0,3.285
6080,151561,18820,10011,10004864,191.82,3,0,61.3824
6081,154676,18565,77070,10001172,151.056,9,0.2,7.5528
6082,165589,21595,79424,10002396,25.16,5,0.6,-11.322
6083,132577,15475,77095,10004040,6.216,6,0.8,-9.6348
6084,132577,15475,77095,10003481,23.616,9,0.2,2.6568
6085,132577,15475,77095,10000387,24.032,2,0.2,-0.6008
6086,132577,15475,77095,10000262,2.088,1,0.2,0.6786
6087,132577,15475,77095,10003196,4.488,6,0.8,-6.732
6088,114048,13945,92627,10004351,29.22,3,0,12.8568
6089,137281,10975,30076,10001870,6.48,1,0,3.1104
6090,162068,18745,80538,10002813,1.188,2,0.7,-0.99
6091,100111,20365,10035,10003846,272.646,3,0.1,18.1764
6092,100111,20365,10035,10002647,212.8,2,0,95.76
6093,100111,20365,10035,10000807,38.52,9,0,18.1044
6094,100111,20365,10035,10001465,72.64,2,0,21.792
6095,100111,20365,10035,10000615,45.4,4,0,12.712
6096,100111,20365,10035,10002713,13.76,2,0,6.3296
6097,100111,20365,10035,10003061,80.991,1,0.1,8.0991
6098,100111,20365,10035,10000343,11.784,3,0.2,3.9771
6099,100111,20365,10035,10000304,4.36,2,0,1.7876
6100,100111,20365,10035,10004086,2888.127,11,0.1,609.7157
6101,100111,20365,10035,10002885,1299.66,2,0,350.9082
6102,100111,20365,10035,10001215,2254.41,5,0.1,375.735
6103,100111,20365,10035,10000215,104.85,3,0,28.3095
6104,100111,20365,10035,10001998,59.97,3,0,20.3898
6105,132381,13240,19143,10002356,314.532,2,0.4,-83.8752
6106,147011,14830,33178,10002399,13.632,4,0.2,3.5784
6107,120852,21850,75051,10001563,19.432,2,0.8,-49.5516
6108,120852,21850,75051,10004510,65.44,5,0.2,-8.18
6109,150007,10090,60653,10001982,6,2,0.2,2.1
6110,150007,10090,60653,10004141,1.908,3,0.8,-3.2436
6111,124590,20920,44134,10004495,1474.802,7,0.3,-21.0686
6112,124590,20920,44134,10002311,110.096,2,0.2,33.0288
6113,124590,20920,44134,10000585,16.752,6,0.2,5.4444
6114,124590,20920,44134,10000454,1537.074,9,0.3,0
6115,124590,20920,44134,10003746,449.372,2,0.3,-12.8392
6116,133802,20650,94061,10003291,41.904,6,0.2,14.1426
6117,113677,12655,10011,10002114,2279.96,4,0,592.7896
6118,113677,12655,10011,10001569,14.94,3,0,6.8724
6119,143378,16210,97477,10001425,191.976,3,0.2,19.1976
6120,143378,16210,97477,10001915,23.832,3,0.2,6.5538
6121,143378,16210,97477,10004864,409.216,8,0.2,61.3824
6122,143378,16210,97477,10001972,72.588,2,0.7,-128.2388
6123,152660,12415,60610,10000532,61.568,2,0.2,4.6176
6124,142139,20485,76021,10003883,20.96,4,0.2,6.812
6125,145772,20140,90036,10003038,44.75,5,0,8.5025
6126,145772,20140,90036,10001593,11.96,2,0,5.382
6127,145772,20140,90036,10002049,3.912,1,0.2,1.2714
6128,124100,13990,10009,10003817,327.996,6,0.1,54.666
6129,158400,10030,94109,10002353,49.408,4,0.2,18.528
6130,162033,14200,23464,10003116,53.25,3,0,20.7675
6131,162033,14200,23464,10003021,3.76,2,0,1.316
6132,163447,21190,10011,10004477,767.214,14,0.1,161.9674
6133,145737,10165,37087,10001033,163.96,5,0.2,59.4355
6134,148096,10810,90045,10004152,161.28,2,0.2,12.096
6135,146766,21220,91911,10002135,192.8,4,0,55.912
6136,105613,16705,78501,10000521,27.696,3,0.2,3.462
6137,105613,16705,78501,10000026,73.164,6,0.8,-186.5682
6138,142251,14305,33021,10002986,32.064,6,0.2,11.2224
6139,131247,14725,94110,10001337,205.666,2,0.15,-12.098
6140,113593,18415,93454,10000532,115.44,3,0,30.0144
6141,121083,15190,6040,10001497,274.8,5,0,134.652
6142,121083,15190,6040,10002554,195.64,4,0,3.9128
6143,121083,15190,6040,10001336,257.98,2,0,74.8142
6144,121083,15190,6040,10002987,119.04,6,0,48.8064
6145,151190,14710,68104,10000575,20.07,3,0,9.2322
6146,133543,16660,95123,10003394,11.76,4,0,3.1752
6147,105130,18835,94122,10003394,11.76,4,0,3.1752
6148,105130,18835,94122,10001191,40.736,2,0.2,14.7668
6149,161928,10660,94109,10003484,201.584,2,0.2,12.599
6150,101322,15310,90805,10003968,340.704,6,0.2,-34.0704
6151,106600,19375,31907,10001608,354.9,5,0,88.725
6152,111871,13795,94110,10004218,1198.33,10,0.15,70.49
6153,139437,19585,90004,10002485,87.92,4,0,0.8792
6154,151484,12805,19120,10001876,51.968,2,0.2,10.3936
6155,151484,12805,19120,10002370,51.336,3,0.2,5.7753
6156,151484,12805,19120,10000142,332.704,1,0.2,33.2704
6157,151484,12805,19120,10004671,42.408,3,0.2,9.5418
6158,104150,10330,74133,10002504,81.54,3,0,38.3238
6159,104150,10330,74133,10004803,167.28,12,0,23.4192
6160,161025,14440,90049,10001932,772.68,4,0,108.1752
6161,103989,17605,33801,10004667,323.976,3,0.2,28.3479
6162,103989,17605,33801,10000443,11.808,4,0.2,3.9852
6163,103989,17605,33801,10000918,26.16,3,0.2,1.962
6164,103989,17605,33801,10001196,33.57,5,0.7,-25.737
6165,103989,17605,33801,10003981,4.992,3,0.2,1.3728
6166,103989,17605,33801,10002508,20.016,3,0.2,5.5044
6167,103989,17605,33801,10002647,170.24,2,0.2,53.2
6168,142433,14020,77036,10002377,117.456,3,0.2,44.046
6169,132815,19540,90008,10004530,22.96,2,0,11.2504
6170,101266,17920,22153,10002986,13.36,2,0,6.4128
6171,141523,17440,10035,10000948,34.248,3,0.2,11.5587
6172,141523,17440,10035,10001545,3.52,2,0,1.0208
6173,106299,18565,65807,10001758,26.7,5,0,12.549
6174,106299,18565,65807,10003237,21.2,2,0,9.116
6175,106299,18565,65807,10002011,838.38,2,0,226.3626
6176,158421,14575,29203,10000309,1690.04,4,0,422.51
6177,158421,14575,29203,10002444,85.96,7,0,24.0688
6178,158421,14575,29203,10001453,121.96,2,0,57.3212
6179,158421,14575,29203,10001801,23.92,4,0,11.7208
6180,158421,14575,29203,10000563,63.96,2,0,6.396
6181,158421,14575,29203,10000369,629.95,5,0,176.386
6182,158421,14575,29203,10002538,113.73,3,0,32.9817
6183,158421,14575,29203,10000050,14.6,2,0,6.862
6184,158421,14575,29203,10004186,887.84,8,0,17.7568
6185,143609,13270,97206,10004218,403.92,5,0.2,25.245
6186,138331,15625,19120,10002952,106.8,10,0.2,10.68
6187,138954,17785,10035,10003058,70.95,3,0,20.5755
6188,138954,17785,10035,10003963,34.944,6,0.2,11.7936
6189,138954,17785,10035,10001955,119.04,6,0,35.712
6190,157903,10705,60016,10004345,383.84,4,0.2,47.98
6191,157259,15535,10035,10003192,799.56,9,0,207.8856
6192,107986,18220,98103,10001325,31.44,3,0,8.4888
6193,104927,10330,77095,10000019,25.92,5,0.2,9.072
6194,104927,10330,77095,10003429,6.33,5,0.8,-9.8115
6195,104927,10330,77095,10000176,75.88,5,0.2,26.558
6196,113453,12160,19143,10004165,329.988,2,0.4,-76.9972
6197,113453,12160,19143,10000352,71.376,3,0.2,-4.461
6198,149909,19915,47201,10000726,63.77,7,0,28.6965
6199,149909,19915,47201,10001536,50.97,3,0,13.2522
6200,149909,19915,47201,10001790,96.08,2,0,46.1184
6201,146675,20185,60201,10001766,1439.968,4,0.2,485.9892
6202,146675,20185,60201,10004396,43.56,3,0.2,-4.9005
6203,118332,19075,92307,10001708,563.92,5,0.2,7.049
6204,133669,20935,43229,10001305,235.152,8,0.4,-47.0304
6205,145660,17650,43302,10002885,7.712,2,0.2,1.7352
6206,133697,12445,77095,10000726,51.016,7,0.2,15.9425
6207,133697,12445,77095,10003112,25.248,4,0.2,7.89
6208,133697,12445,77095,10002372,56.686,1,0.3,-14.5764
6209,148138,18010,43302,10000563,51.168,2,0.2,-6.396
6210,119809,21880,98103,10003925,2793.528,9,0.2,942.8157
6211,119809,21880,98103,10003306,1000.02,7,0,290.0058
6212,119809,21880,98103,10001475,65.94,3,0,22.4196
6213,149944,17305,98632,10003495,18.24,3,0,9.12
6214,149944,17305,98632,10004708,76.12,2,0,22.0748
6215,128538,10240,90278,10001219,7.64,1,0,3.7436
6216,161711,17425,10035,10000087,68.16,3,0,27.9456
6217,161711,17425,10035,10001539,62.24,8,0,29.2528
6218,129553,18820,40214,10004897,29.97,3,0,0.2997
6219,160220,16030,48183,10001300,125.7,6,0,35.196
6220,160220,16030,48183,10001557,191.98,2,0,51.8346
6221,160220,16030,48183,10000617,20.86,7,0,1.4602
6222,157224,16000,90045,10000121,56.7,9,0,26.082
6223,140627,12985,37075,10000087,72.704,4,0.2,19.0848
6224,140627,12985,37075,10000422,12.264,7,0.2,1.0731
6225,140627,12985,37075,10004123,218.352,3,0.2,-54.588
6226,133445,15490,97206,10003660,66.294,1,0.7,-103.8606
6227,133445,15490,97206,10000422,291.168,4,0.2,-14.5584
6228,148782,18850,75061,10002923,88.776,3,0.2,7.7679
6229,148208,11530,44105,10004093,110.376,4,0.4,-20.2356
6230,148208,11530,44105,10000171,55.176,3,0.2,15.8631
6231,127656,18400,50701,10001166,30.32,4,0,11.8248
6232,142188,15415,98105,10003199,177.568,2,0.2,8.8784
6233,142188,15415,98105,10002005,19.44,3,0,9.3312
6234,142188,15415,98105,10004101,71.28,11,0,34.2144
6235,142188,15415,98105,10004600,1471.96,5,0.2,459.9875
6236,142188,15415,98105,10000127,79.96,5,0.2,-17.991
6237,144400,10420,19120,10004386,57.576,3,0.2,21.591
6238,155180,21280,10009,10004506,26.336,4,0.2,9.2176
6239,134075,14905,95123,10004597,166.5,3,0,21.645
6240,134075,14905,95123,10001496,360.38,2,0,93.6988
6241,131912,17155,90008,10004236,11.744,1,0.2,3.8168
6242,141572,17170,3301,10001185,247.44,8,0,101.4504
6243,134621,13390,38401,10000977,18.24,2,0.7,-14.592
6244,165561,12580,98006,10004782,25.35,3,0,7.605
6245,112305,16405,98105,10002067,119.04,6,0,30.9504
6246,112305,16405,98105,10002364,22.14,3,0,6.4206
6247,112305,16405,98105,10002018,13.98,2,0,6.0114
6248,121580,17410,47201,10000632,43.41,1,0,19.9686
6249,121580,17410,47201,10003981,6.24,3,0,2.6208
6250,121580,17410,47201,10001564,465.16,2,0,120.9416
6251,121580,17410,47201,10004082,7.98,1,0,3.99
6252,101147,17575,60623,10004249,2.394,1,0.8,-6.3441
6253,165806,21685,30062,10003441,58.32,9,0,27.9936
6254,165806,21685,30062,10004922,200.97,3,0,50.2425
6255,151624,21775,36116,10001731,21.36,8,0,8.1168
6256,139444,14620,75023,10000134,9.856,4,0.2,3.4496
6257,133977,10435,33319,10003166,3.444,1,0.7,-2.5256
6258,141425,10825,43229,10000646,384.592,2,0.2,-81.7258
6259,133536,15820,10009,10004459,22.92,3,0,11.2308
6260,150441,19285,47374,10003529,11.36,4,0,5.5664
6261,162607,19780,98115,10002949,14.592,3,0.2,4.9248
6262,103506,17035,11561,10001158,41.4,4,0,19.872
6263,132479,17905,61107,10004584,442.372,7,0.8,-729.9138
6264,160724,21880,31907,10004965,34.5,3,0,15.525
6265,115952,15910,74133,10004654,28.85,5,0,14.425
6266,146731,10735,37211,10000141,3.488,2,0.2,1.1772
6267,146731,10735,37211,10001019,143.856,9,0.2,48.5514
6268,115392,19675,2138,10002496,311.98,2,0,93.594
6269,115392,19675,2138,10000829,22.45,5,0,10.327
6270,102379,11545,94601,10001448,39.992,1,0.2,-7.9984
6271,102379,11545,94601,10004983,1159.056,9,0.2,43.4646
6272,102379,11545,94601,10004022,179.9,5,0,44.975
6273,149706,10285,60067,10001284,116.312,7,0.2,23.2624
6274,139087,13375,98105,10001847,12.42,3,0,4.4712
6275,139087,13375,98105,10004595,428.4,3,0,89.964
6276,139087,13375,98105,10004164,24.75,5,0,10.89
6277,139087,13375,98105,10001074,87.71,7,0,41.2237
6278,139087,13375,98105,10000604,69.52,2,0,17.38
6279,139087,13375,98105,10000148,20.784,2,0.2,-4.6764
6280,139087,13375,98105,10000042,12.816,3,0.2,4.1652
6281,152226,15910,45231,10000443,5.904,2,0.2,1.9926
6282,116484,15205,43302,10002874,63.824,2,0.2,9.5736
6283,116484,15205,43302,10003994,141.552,3,0.2,-26.541
6284,100944,13765,90049,10001453,304.9,5,0,143.303
6285,100944,13765,90049,10000988,563.24,5,0.2,56.324
6286,125080,21775,44107,10003238,661.176,2,0.4,-231.4116
6287,121020,12040,37087,10001061,239.976,3,0.2,17.9982
6288,100090,13705,94122,10003715,502.488,3,0.2,-87.9354
6289,100090,13705,94122,10001597,196.704,6,0.2,68.8464
6290,139675,18595,95928,10004063,915.136,4,0.2,102.9528
6291,139675,18595,95928,10001979,327.76,8,0,91.7728
6292,143756,17725,24153,10001854,701.96,2,0,168.4704
6293,151253,10750,90008,10002923,88.776,3,0.2,7.7679
6294,151253,10750,90008,10004691,64.14,3,0,16.6764
